Serial,LocationCode,TimeGroup,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240214152014,14,2024-02-14 15:20:00,1.01375,1012.4137499999999,29.25875,40.6425,68440.5075,1111.2549999999999
20240214153014,14,2024-02-14 15:30:00,0.925,1012.466,30.327999999999996,38.023,65867.86600000001,992.7030000000001
20240214154014,14,2024-02-14 15:40:00,1.402,1012.3799999999999,27.986,44.33,59398.754,839.53
20240214155014,14,2024-02-14 15:50:00,1.359,1012.469,27.582,45.529,42267.114,501.613
20240214160014,14,2024-02-14 16:00:00,1.011,1012.528,27.036,47.428999999999995,40163.262,425.971
20240214161014,14,2024-02-14 16:10:00,0.8119999999999999,1012.585,27.699,45.376,38952.789000000004,395.39099999999996
20240214162014,14,2024-02-14 16:20:00,0.9410000000000001,1012.628,26.872000000000003,47.699,31097.916999999998,262.512
20240214163014,14,2024-02-14 16:30:00,0.853,1012.711,26.629,48.676,24160.916,169.101
20240214164014,14,2024-02-14 16:40:00,0.567,1012.726,24.883000000000003,54.339999999999996,8633.583999999999,13.138
20240215061014,14,2024-02-15 06:10:00,0.9490000000000001,1013.5899999999999,15.786000000000001,83.364,71.583,0.005
20240215062014,14,2024-02-15 06:20:00,0.889,1013.658,15.594,83.724,394.49899999999997,0.049
20240215063014,14,2024-02-15 06:30:00,1.185,1013.7,15.669999999999998,83.50699999999999,1164.751,0.362
20240215064014,14,2024-02-15 06:40:00,1.175,1013.781,16.022,82.7,2358.916,1.346
20240215065014,14,2024-02-15 06:50:00,1.49,1013.9122222222223,17.576666666666668,76.51333333333334,3735.647777777778,10.432222222222222
20240215070014,14,2024-02-15 07:00:00,2.091,1013.96,19.324,69.142,5353.3330000000005,23.740000000000002
20240215071014,14,2024-02-15 07:10:00,1.8359999999999999,1014.0649999999999,20.578,65.15,12150.999,44.701
20240215072014,14,2024-02-15 07:20:00,1.7239999999999998,1014.216,22.462,57.991,17001.666999999998,79.426
20240215073014,14,2024-02-15 07:30:00,2.413,1014.29,22.904,55.892999999999994,21634.915,124.83699999999999
20240215074014,14,2024-02-15 07:40:00,1.593,1014.318,24.557,52.18300000000001,26630.5,185.433
20240215075014,14,2024-02-15 07:50:00,2.186,1014.359,24.968,50.4,31704.498,258.681
20240215080014,14,2024-02-15 08:00:00,1.638,1014.458,26.731,45.233,36996.497,346.178
20240215081014,14,2024-02-15 08:10:00,1.638,1014.5,27.137999999999998,44.067,42297.753000000004,447.541
20240215082014,14,2024-02-15 08:20:00,2.44,1014.4959999999999,26.733999999999998,45.11,47306.688,551.9219999999999
20240215083014,14,2024-02-15 08:30:00,1.7489999999999999,1014.417,28.054000000000002,41.864,52792.543000000005,667.749
20240215084014,14,2024-02-15 08:40:00,1.689,1014.494,29.644,37.787,57881.293000000005,786.683
20240215085014,14,2024-02-15 08:50:00,2.2199999999999998,1014.54,29.623,36.339,62118.863,897.811
20240215090014,14,2024-02-15 09:00:00,2.448,1014.55,28.195,39.077000000000005,68069.218,1051.843
20240215091014,14,2024-02-15 09:10:00,2.245,1014.491,29.598000000000003,36.177,73010.986,1191.3110000000001
20240215092014,14,2024-02-15 09:20:00,1.551,1014.467,31.985000000000003,31.144,77976.11,1328.0140000000001
20240215093014,14,2024-02-15 09:30:00,1.194,1014.4469999999999,33.624,28.599,83496.289,1463.989
20240215094014,14,2024-02-15 09:40:00,1.577,1014.418,34.605000000000004,26.871,86472.631,1515.007
20240215095014,14,2024-02-15 09:50:00,1.569,1014.3370000000001,33.7,26.994,91854.62999999999,1642.661
20240215100014,14,2024-02-15 10:00:00,1.4369999999999998,1014.2180000000001,33.248000000000005,27.583,94707.17199999999,1679.761
20240215101014,14,2024-02-15 10:10:00,0.994,1014.095,34.175,25.347,95782.598,1662.632
20240215102014,14,2024-02-15 10:20:00,2.012,1013.966,34.823,23.805,102441.274,1803.141
20240215103014,14,2024-02-15 10:30:00,1.49,1013.756,36.033,22.884,107231.38100000001,1887.937
20240215104014,14,2024-02-15 10:40:00,0.9400000000000001,1013.5709999999999,34.102,25.732999999999997,115012.393,1972.9419999999998
20240215105014,14,2024-02-15 10:50:00,0.7060000000000001,1013.3190000000001,35.757,23.8,114989.032,1917.916
20240215110014,14,2024-02-15 11:00:00,1.707,1013.1020000000001,35.479,25.193,117298.198,1996.78
20240215111014,14,2024-02-15 11:10:00,1.332,1013.001,35.562,26.756,117673.20700000001,2018.0420000000001
20240215112014,14,2024-02-15 11:20:00,0.496,1012.952,37.013999999999996,25.29,117758.2,2005.35
20240215113014,14,2024-02-15 11:30:00,0.932,1012.7299999999999,36.465999999999994,26.719,117758.2,2011.4720000000002
20240215114014,14,2024-02-15 11:40:00,1.1320000000000001,1012.441,36.943,26.273000000000003,117758.2,2072.225
20240215115014,14,2024-02-15 11:50:00,0.837,1012.29,30.29,39.172,63200.47900000001,1027.1680000000001
20240215120014,14,2024-02-15 12:00:00,1.079,1012.0790000000001,27.368000000000002,48.275,51282.697,675.403
20240215121014,14,2024-02-15 12:10:00,1.062,1011.97,31.724,38.073,93181.082,1624.258
20240215122014,14,2024-02-15 12:20:00,1.027,1011.805,33.157,37.089999999999996,111508.13,2024.4080000000001
20240215123014,14,2024-02-15 12:30:00,1.506,1011.6229999999999,33.042,37.721,117758.2,2105.333
20240215124014,14,2024-02-15 12:40:00,1.706,1011.418,29.075,47.899,85180.473,1409.91
20240215125014,14,2024-02-15 12:50:00,1.568,1011.2549999999999,29.256,47.794,96286.801,1642.227
20240215130014,14,2024-02-15 13:00:00,1.428,1011.0790000000001,28.622000000000003,49.564,50844.35,640.038
20240215131014,14,2024-02-15 13:10:00,1.498,1010.969,28.607,49.619,91154.386,1494.818
20240215132014,14,2024-02-15 13:20:00,1.863,1010.983,29.519,47.268,117588.39499999999,2124.366
20240215133014,14,2024-02-15 13:30:00,1.316,1010.9309999999999,29.927999999999997,46.745999999999995,115371.225,1989.387
20240215134014,14,2024-02-15 13:40:00,1.732,1010.8549999999999,29.244,48.082,113245.705,1965.289
20240215135014,14,2024-02-15 13:50:00,2.3579999999999997,1010.725,28.987000000000002,49.092,91871.339,1503.976
20240215140014,14,2024-02-15 14:00:00,1.6969999999999998,1010.6899999999999,28.836000000000002,48.376,61080.564,799.038
20240215141014,14,2024-02-15 14:10:00,1.542,1010.5880000000001,29.532,46.956,73320.051,1123.468
20240215142014,14,2024-02-15 14:20:00,1.2289999999999999,1010.567,27.82,52.473,36314.887,272.923
20240215143014,14,2024-02-15 14:30:00,1.2810000000000001,1010.576,27.750999999999998,52.727999999999994,30607.083000000002,199.469
20240215144014,14,2024-02-15 14:40:00,1.438,1010.436,27.226999999999997,54.896,26633.666999999998,154.509
20240215145014,14,2024-02-15 14:50:00,1.2890000000000001,1010.4100000000001,26.476999999999997,57.872,20712.334,92.26
20240215150014,14,2024-02-15 15:00:00,1.061,1010.3549999999999,27.019,56.440999999999995,27714.135,189.88
20240215151014,14,2024-02-15 15:10:00,0.6279999999999999,1010.3610000000001,26.523000000000003,57.93300000000001,15439.082,51.086
20240215152014,14,2024-02-15 15:20:00,1.0366666666666666,1010.4455555555555,25.896666666666665,60.39777777777778,13905.834444444445,38.95666666666667
20240215153014,14,2024-02-15 15:30:00,0.8089999999999999,1010.582,25.892000000000003,60.133,14369.082999999999,42.298
20240215154014,14,2024-02-15 15:40:00,1.028,1010.701,25.901999999999997,59.653999999999996,13794.585000000001,40.146
20240215155014,14,2024-02-15 15:50:00,0.688,1010.7879999999999,26.268,58.499,15946.667000000001,54.075
