Serial,LocationCode,TimeGroup,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240309140003,03,2024-03-09 14:00:00,2.0475,1015.625,17.66,50.185,8406.56,15.8375
20240309141003,03,2024-03-09 14:10:00,2.473,1015.6270000000001,18.101,49.230000000000004,10859.833999999999,26.701
20240309142003,03,2024-03-09 14:20:00,2.029,1015.6700000000001,18.472,48.138,11468.333,28.807
20240309143003,03,2024-03-09 14:30:00,1.864,1015.7139999999999,18.238,48.419,9939.416000000001,22.677
20240309144003,03,2024-03-09 14:40:00,1.447,1015.741,18.095,49.461,9616.583,21.966
20240309145003,03,2024-03-09 14:50:00,2.011,1015.807,18.080000000000002,49.80800000000001,10126.166000000001,23.531
20240309150003,03,2024-03-09 15:00:00,2.141,1015.729,17.701,50.622,7186.1669999999995,11.668000000000001
20240309151003,03,2024-03-09 15:10:00,1.2890000000000001,1015.7700000000001,17.631999999999998,51.74300000000001,7220.8330000000005,11.088
20240309152003,03,2024-03-09 15:20:00,1.524,1015.8030000000001,17.841,51.114999999999995,9976.583,23.209
20240309153003,03,2024-03-09 15:30:00,1.143,1015.691,18.277,49.783,11324.25,31.105
20240309154003,03,2024-03-09 15:40:00,1.332,1015.7360000000001,18.244999999999997,49.531,8738.0,17.394
20240309155003,03,2024-03-09 15:50:00,1.707,1015.7059999999999,18.068,49.674,9844.914999999999,23.349
20240309160003,03,2024-03-09 16:00:00,1.464,1015.799,18.008,50.327,8201.833,15.776
20240309161003,03,2024-03-09 16:10:00,0.994,1015.765,17.922,50.512,7104.084,13.097999999999999
20240309162003,03,2024-03-09 16:20:00,0.45199999999999996,1015.717,18.159,50.452999999999996,7049.75,13.229
20240309163003,03,2024-03-09 16:30:00,0.5309999999999999,1015.719,17.72,51.511,3825.75,3.9259999999999997
20240309164003,03,2024-03-09 16:40:00,0.374,1015.6870000000001,17.421,52.486000000000004,2497.249,1.766
20240309165003,03,2024-03-09 16:50:00,0.157,1015.673,17.067,54.260000000000005,1618.083,0.746
20240309170003,03,2024-03-09 17:00:00,0.199,1015.675,16.81,55.379999999999995,1406.499,0.5529999999999999
20240309171003,03,2024-03-09 17:10:00,0.10400000000000001,1015.699,16.662,56.783,1342.0,0.517
20240309172003,03,2024-03-09 17:20:00,0.034999999999999996,1015.729,16.555,57.260000000000005,735.335,0.178
20240309173003,03,2024-03-09 17:30:00,0.017,1015.757,16.361,57.563,269.334,0.024
20240309174003,03,2024-03-09 17:40:00,0.0,1015.825,16.212,59.439,214.083,0.019
20240309175003,03,2024-03-09 17:50:00,0.0,1015.9399999999999,16.103,61.516,101.833,0.009
20240309180003,03,2024-03-09 18:00:00,0.0,1015.85,15.934285714285716,64.07142857142857,37.38142857142857,0.0014285714285714286
20240310055003,03,2024-03-10 05:50:00,1.6324999999999998,1017.9475,14.1725,81.55250000000001,32.71,0.0025
20240310060003,03,2024-03-10 06:00:00,1.4449999999999998,1018.019,14.180000000000001,81.763,117.833,0.01
20240310061003,03,2024-03-10 06:10:00,0.958,1017.9530000000001,14.222,81.766,265.83299999999997,0.026000000000000002
20240310062003,03,2024-03-10 06:20:00,1.498,1018.0840000000001,14.255,81.711,558.917,0.10400000000000001
20240310063003,03,2024-03-10 06:30:00,1.2890000000000001,1018.159,14.325,82.182,808.999,0.196
20240310064003,03,2024-03-10 06:40:00,0.9209999999999999,1018.247,14.387,82.21900000000001,1273.0,0.46299999999999997
20240310065003,03,2024-03-10 06:50:00,1.445,1018.403,14.565000000000001,81.33500000000001,2261.333,1.324
20240310070003,03,2024-03-10 07:00:00,1.279,1018.6289999999999,14.719999999999999,80.52799999999999,2632.001,1.752
20240310071003,03,2024-03-10 07:10:00,1.0539999999999998,1018.7040000000001,14.869,79.97200000000001,3113.833,2.301
20240310072003,03,2024-03-10 07:20:00,0.8099999999999999,1018.875,15.044,79.2,3417.832,2.6420000000000003
20240310073003,03,2024-03-10 07:30:00,1.166,1019.073,15.072,78.965,3372.0020000000004,2.5140000000000002
20240310074003,03,2024-03-10 07:40:00,1.707,1019.2040000000001,15.172999999999998,78.249,4441.4169999999995,4.351
20240310075003,03,2024-03-10 07:50:00,1.001,1019.427,15.369,77.894,5285.166,5.902
20240310080003,03,2024-03-10 08:00:00,1.813,1019.5780000000001,15.190000000000001,78.632,4573.668,4.49
20240310081003,03,2024-03-10 08:10:00,1.5579999999999998,1019.753,15.209999999999999,78.217,4535.581,4.454
20240310082003,03,2024-03-10 08:20:00,1.1069999999999998,1019.8799999999999,15.4,77.0,4960.5830000000005,4.789
20240310083003,03,2024-03-10 08:30:00,1.568,1020.0110000000001,15.553999999999998,76.149,5045.668,5.205
20240310084003,03,2024-03-10 08:40:00,0.549,1020.052,15.878,75.269,6349.5,8.351
20240310085003,03,2024-03-10 08:50:00,1.439,1020.2059999999999,16.012,74.387,6426.9169999999995,8.132
20240310090003,03,2024-03-10 09:00:00,0.643,1020.3030000000001,16.06,74.433,6198.499,7.56
20240310091003,03,2024-03-10 09:10:00,0.932,1020.434,16.25,75.42,7916.584,12.209
20240310092003,03,2024-03-10 09:20:00,1.174,1020.311,15.889,77.853,8667.0,17.144
20240310093003,03,2024-03-10 09:30:00,0.959,1020.382,15.849,78.745,8258.085000000001,15.937000000000001
20240310094003,03,2024-03-10 09:40:00,1.028,1020.298,16.006999999999998,78.952,9784.25,22.381999999999998
20240310095003,03,2024-03-10 09:50:00,1.333,1020.2120000000001,16.467000000000002,76.965,12742.417,37.93
20240310100003,03,2024-03-10 10:00:00,1.01,1020.176,16.866,75.628,12215.75,35.761
20240310101003,03,2024-03-10 10:10:00,0.696,1020.241,17.155,75.091,12005.583,33.381
20240310102003,03,2024-03-10 10:20:00,0.593,1020.2180000000001,17.543,74.388,14300.333999999999,49.748000000000005
20240310103003,03,2024-03-10 10:30:00,0.453,1020.213,18.738999999999997,69.362,19295.25,84.80600000000001
20240310104003,03,2024-03-10 10:40:00,0.5149999999999999,1020.1360000000001,19.225,66.34,16536.751,58.70700000000001
20240310105003,03,2024-03-10 10:50:00,1.2189999999999999,1020.042,18.891,65.777,15001.0,47.323
20240310110003,03,2024-03-10 11:00:00,1.097,1020.0020000000001,18.856,66.031,14099.667000000001,41.001999999999995
20240310111003,03,2024-03-10 11:10:00,1.377,1019.8889999999999,18.826,65.844,13038.583999999999,35.342
20240310112003,03,2024-03-10 11:20:00,1.42,1019.832,18.674,65.704,12424.501,31.395999999999997
20240310113003,03,2024-03-10 11:30:00,0.932,1019.778,18.758,65.969,11953.833,29.088
20240310114003,03,2024-03-10 11:40:00,0.915,1019.6619999999999,18.947,65.90299999999999,12315.582,31.557
20240310115003,03,2024-03-10 11:50:00,0.852,1019.5459999999999,19.016,65.649,11158.25,25.660000000000004
20240310120003,03,2024-03-10 12:00:00,0.384,1019.4209999999999,19.097,65.087,10928.75,25.027
20240310121003,03,2024-03-10 12:10:00,0.705,1019.2790000000001,19.502000000000002,63.59400000000001,13095.749,37.897000000000006
20240310122003,03,2024-03-10 12:20:00,0.54,1019.11,19.863,62.629999999999995,14428.833999999999,45.555
20240310123003,03,2024-03-10 12:30:00,0.741,1018.939,20.128,61.258,15863.916000000001,56.419000000000004
20240310124003,03,2024-03-10 12:40:00,0.278,1018.753,21.165,58.388,19428.75,80.848
20240310125003,03,2024-03-10 12:50:00,0.661,1018.6450000000001,21.615000000000002,56.42999999999999,21337.749,97.646
20240310130003,03,2024-03-10 13:00:00,0.679,1018.4110000000001,22.389,53.09400000000001,20658.166999999998,89.22200000000001
20240310131003,03,2024-03-10 13:10:00,0.592,1018.269,22.826,51.843,20598.0,87.602
20240310132003,03,2024-03-10 13:20:00,0.27,1018.03,23.392000000000003,50.494,23562.333000000002,117.998
20240310133003,03,2024-03-10 13:30:00,0.331,1017.79,24.236,47.709,23372.751,112.848
20240310134003,03,2024-03-10 13:40:00,0.209,1017.6209999999999,24.187,47.942,23114.833000000002,120.149
20240310135003,03,2024-03-10 13:50:00,0.14700000000000002,1017.509,25.356,44.907,27208.75,161.885
20240310140003,03,2024-03-10 14:00:00,0.121,1017.49,24.952,43.082,19688.082000000002,89.41
20240310141003,03,2024-03-10 14:10:00,0.23500000000000001,1017.376,23.726,45.307,19352.332000000002,91.485
20240310142003,03,2024-03-10 14:20:00,0.41,1017.35,23.127,47.33,19411.916,85.637
20240310143003,03,2024-03-10 14:30:00,0.8550000000000001,1017.167,22.835,47.545,20106.751,97.08500000000001
20240310144003,03,2024-03-10 14:40:00,0.542,1017.116,22.936,47.685,22537.083000000002,125.287
20240310145003,03,2024-03-10 14:50:00,1.097,1017.0649999999999,22.999000000000002,47.281,26585.583000000002,173.753
20240310150003,03,2024-03-10 15:00:00,0.7150000000000001,1016.908,24.386,43.488,29931.583999999995,220.304
20240310151003,03,2024-03-10 15:10:00,0.24300000000000002,1016.825,26.189999999999998,39.882999999999996,26570.833000000002,169.933
20240310152003,03,2024-03-10 15:20:00,0.462,1016.74,25.619,39.977,22272.334,116.665
20240310153003,03,2024-03-10 15:30:00,0.54,1016.659,25.399,41.433,21423.332000000002,112.853
20240310154003,03,2024-03-10 15:40:00,0.29500000000000004,1016.656,25.988999999999997,39.869,24159.5,139.001
20240310155003,03,2024-03-10 15:50:00,0.23500000000000001,1016.7819999999999,25.502000000000002,40.716,17897.417999999998,74.11
20240310160003,03,2024-03-10 16:00:00,1.298,1016.7040000000001,23.373,44.802,14176.832999999999,45.787
20240310161003,03,2024-03-10 16:10:00,0.89,1016.8369999999999,22.076,48.167,10657.666000000001,25.944
20240310162003,03,2024-03-10 16:20:00,0.932,1016.878,21.107999999999997,50.815,8727.251,17.374000000000002
20240310163003,03,2024-03-10 16:30:00,1.28,1016.9200000000001,20.65,52.739999999999995,7283.916,12.132000000000001
20240310164003,03,2024-03-10 16:40:00,1.2120000000000002,1017.0899999999999,20.296,53.95,5424.4169999999995,6.712000000000001
20240310165003,03,2024-03-10 16:50:00,1.438,1017.0840000000001,19.73,55.338,2862.1690000000003,1.73
20240310170003,03,2024-03-10 17:00:00,0.836,1017.008,19.356,56.977999999999994,1914.9180000000001,0.876
20240310171003,03,2024-03-10 17:10:00,0.0,1017.068,19.393,57.047000000000004,2093.082,1.135
20240310172003,03,2024-03-10 17:20:00,0.0,1017.083,19.464000000000002,58.220000000000006,1877.0819999999999,1.0390000000000001
20240310173003,03,2024-03-10 17:30:00,0.043000000000000003,1017.0899999999999,19.294999999999998,59.376999999999995,1170.0,0.45
20240310174003,03,2024-03-10 17:40:00,0.06999999999999999,1017.1569999999999,18.976999999999997,60.925,498.25100000000003,0.081
20240310175003,03,2024-03-10 17:50:00,0.131,1017.325,18.693,62.239999999999995,200.417,0.02
20240310180003,03,2024-03-10 18:00:00,0.0,1017.376,18.467,62.54600000000001,56.084,0.003
20240311054003,03,2024-03-11 05:40:00,1.54,1014.7599999999999,16.54,79.43666666666667,26.666666666666668,0.0033333333333333335
20240311055003,03,2024-03-11 05:50:00,2.394,1014.802,16.541999999999998,79.396,89.334,0.006
20240311060003,03,2024-03-11 06:00:00,2.083,1014.741,16.537,79.534,309.418,0.038
20240311061003,03,2024-03-11 06:10:00,2.194,1014.744,16.657999999999998,78.837,766.667,0.195
20240311062003,03,2024-03-11 06:20:00,2.282,1014.799,16.811,78.096,1339.75,0.538
20240311063003,03,2024-03-11 06:30:00,1.28,1014.731,17.049,77.321,2708.416,1.905
20240311064003,03,2024-03-11 06:40:00,1.968,1014.674,17.21,76.65700000000001,2983.834,2.123
20240311065003,03,2024-03-11 06:50:00,1.9769999999999999,1014.6809999999999,17.416,75.576,3808.499,3.261
20240311070003,03,2024-03-11 07:00:00,1.6809999999999998,1014.692,17.559,74.858,4092.9979999999996,3.686
20240311071003,03,2024-03-11 07:10:00,1.846,1014.7610000000001,17.714,74.368,4946.8330000000005,5.455
20240311072003,03,2024-03-11 07:20:00,1.89,1014.675,17.85,74.282,5383.752,6.2490000000000006
20240311073003,03,2024-03-11 07:30:00,1.6989999999999998,1014.717,18.094,73.66,6795.584,10.216
