Serial,LocationCode,TimeGroup,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240106062008,08,2024-01-06 06:20:00,0.05777777777777778,1016.0677777777778,14.610000000000001,81.04333333333334,44.99888888888889,0.0
20240106063008,08,2024-01-06 06:30:00,0.0,1016.1177777777777,14.58888888888889,81.10888888888888,172.8711111111111,0.0022222222222222222
20240106064008,08,2024-01-06 06:40:00,0.0,1016.35375,14.643749999999999,80.79125,437.39625,0.01625
20240106065008,08,2024-01-06 06:50:00,0.0,1016.51,14.45875,81.8025,781.25125,0.05625
20240106070008,08,2024-01-06 07:00:00,0.0,1016.6049999999999,14.465,82.033,1211.0819999999999,0.151
20240106071008,08,2024-01-06 07:10:00,0.0,1016.644,14.377,82.64500000000001,1626.5819999999999,0.296
20240106072008,08,2024-01-06 07:20:00,0.0,1016.762,14.37,83.0,2048.75,0.518
20240106073008,08,2024-01-06 07:30:00,0.0,1016.932,14.669,82.0,2479.584,0.8320000000000001
20240106074008,08,2024-01-06 07:40:00,0.0,1017.0809999999999,14.767,82.19800000000001,3151.166,1.589
20240106075008,08,2024-01-06 07:50:00,0.0,1017.2822222222223,15.17888888888889,80.32444444444445,4026.2966666666666,2.4966666666666666
20240106080008,08,2024-01-06 08:00:00,0.0,1017.271,15.52,78.94399999999999,3958.501,2.4189999999999996
20240106081008,08,2024-01-06 08:10:00,0.0,1017.466,15.787,78.477,4130.416,2.565
20240106082008,08,2024-01-06 08:20:00,0.0,1017.653,16.086000000000002,77.502,4969.5830000000005,3.774
20240106083008,08,2024-01-06 08:30:00,0.0,1017.6020000000001,16.448,75.533,5688.832,5.218
20240106084008,08,2024-01-06 08:40:00,0.153,1017.6030000000001,16.855,73.837,5093.9169999999995,4.054
20240106085008,08,2024-01-06 08:50:00,0.77,1017.609,17.049,73.558,5380.668,4.7170000000000005
20240106090008,08,2024-01-06 09:00:00,0.197,1017.5870000000001,17.48,71.162,5775.499,5.633
20240106091008,08,2024-01-06 09:10:00,0.796,1017.5369999999999,17.86,68.547,6086.4169999999995,6.418000000000001
20240106092008,08,2024-01-06 09:20:00,0.7344444444444445,1017.4377777777778,18.296666666666667,66.06444444444445,6402.036666666667,7.147777777777778
20240106093008,08,2024-01-06 09:30:00,1.314,1017.348,18.559,66.089,6659.666,7.792
20240106094008,08,2024-01-06 09:40:00,0.231,1017.1879999999999,19.009,65.752,6925.914999999999,8.421
20240106095008,08,2024-01-06 09:50:00,0.326,1017.0049999999999,19.319,64.174,7182.8330000000005,9.059000000000001
20240106100008,08,2024-01-06 10:00:00,0.0,1016.775,19.818,63.016,7429.084,9.365
20240106101008,08,2024-01-06 10:10:00,0.0,1016.5911111111111,20.243333333333332,58.78555555555556,7627.5,9.807777777777778
20240106102008,08,2024-01-06 10:20:00,0.0,1016.367,20.606,59.117,7859.0830000000005,10.391
20240106103008,08,2024-01-06 10:30:00,0.0,1016.2244444444445,20.92111111111111,58.12555555555556,8128.516666666666,10.942222222222222
20240106104008,08,2024-01-06 10:40:00,0.0,1016.034,21.128999999999998,57.041999999999994,8475.5,11.806999999999999
20240106105008,08,2024-01-06 10:50:00,0.0,1015.878,21.403,56.534000000000006,8891.75,12.922999999999998
20240106110008,08,2024-01-06 11:00:00,0.0,1015.702,21.738,55.748000000000005,9408.916000000001,14.244
20240106111008,08,2024-01-06 11:10:00,0.0,1015.534,21.812,55.248000000000005,10035.833999999999,15.952000000000002
20240106112008,08,2024-01-06 11:20:00,0.0,1015.3700000000001,22.084,55.452999999999996,10615.667,17.743000000000002
20240106113008,08,2024-01-06 11:30:00,0.0,1015.191,22.468,54.134,11449.832,20.194
20240106114008,08,2024-01-06 11:40:00,0.0,1015.1540000000001,22.759,52.65599999999999,12468.083999999999,23.544
20240106115008,08,2024-01-06 11:50:00,0.0,1014.982,23.244999999999997,49.81,13855.083999999999,28.612000000000002
20240106120008,08,2024-01-06 12:00:00,0.0,1014.8489999999999,23.368000000000002,49.271,30714.82,52.373000000000005
20240106121008,08,2024-01-06 12:10:00,0.0,1014.7280000000001,28.55,39.534000000000006,117758.2,1941.935
20240106122008,08,2024-01-06 12:20:00,0.044,1014.6119999999999,37.481,23.551,117758.2,1932.0810000000001
