Serial,LocationCode,TimeGroup,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240303122016,16,2024-03-03 12:20:00,1.1685714285714286,1019.1657142857142,32.38285714285714,37.35142857142858,58352.63285714285,888.26
20240303123016,16,2024-03-03 12:30:00,2.16,1019.001,30.818,39.013,58168.077000000005,610.7729999999999
20240303124016,16,2024-03-03 12:40:00,1.735,1018.756,30.698,40.196,73162.27900000001,1033.8799999999999
20240303125016,16,2024-03-03 12:50:00,1.863,1018.4280000000001,30.919,39.016,50735.304000000004,452.48099999999994
20240303130016,16,2024-03-03 13:00:00,1.517,1018.2950000000001,31.064999999999998,39.427,61489.240000000005,674.019
20240303131016,16,2024-03-03 13:10:00,2.082,1018.1659999999999,29.389999999999997,41.338,52029.409999999996,500.12700000000007
20240303132016,16,2024-03-03 13:20:00,2.133,1018.0600000000001,26.808999999999997,46.638,35562.882,212.073
20240303133016,16,2024-03-03 13:30:00,1.585,1017.927,26.598000000000003,47.465999999999994,33044.665,180.91500000000002
20240303134016,16,2024-03-03 13:40:00,1.6640000000000001,1017.8219999999999,25.875,49.247,28176.416999999998,131.176
20240303135016,16,2024-03-03 13:50:00,1.473,1017.767,25.494999999999997,50.634,29951.667999999998,149.506
20240303140016,16,2024-03-03 14:00:00,2.212,1017.7049999999999,25.643,50.143,30485.666000000005,155.789
20240303141016,16,2024-03-03 14:10:00,2.003,1017.634,25.256999999999998,50.965999999999994,29131.75,142.855
20240303142016,16,2024-03-03 14:20:00,1.8030000000000002,1017.551,25.089,51.826,26531.916999999998,118.665
20240303143016,16,2024-03-03 14:30:00,2.359,1017.472,24.403,53.571000000000005,23765.582000000002,95.963
20240303144016,16,2024-03-03 14:40:00,1.436,1017.4630000000001,23.927,55.173,17020.5,50.753
20240303145016,16,2024-03-03 14:50:00,1.375,1017.481,23.796,55.876999999999995,19240.666,64.426
20240303150016,16,2024-03-03 15:00:00,1.723,1017.472,23.898,55.971000000000004,16979.084,50.483
20240303151016,16,2024-03-03 15:10:00,2.048,1017.4639999999999,22.89,59.26899999999999,9997.583,18.05
20240303152016,16,2024-03-03 15:20:00,1.185,1017.488,22.256999999999998,59.758,8680.25,13.738
20240303153016,16,2024-03-03 15:30:00,1.49,1017.4129999999999,22.249000000000002,60.690999999999995,7415.9169999999995,10.394
20240303154016,16,2024-03-03 15:40:00,1.55,1017.392,22.14,60.713,9780.668,17.091
20240303155016,16,2024-03-03 15:50:00,2.0989999999999998,1017.32,22.153,61.338,11092.001,20.902
20240303160016,16,2024-03-03 16:00:00,1.952,1017.3039999999999,21.875999999999998,62.162,10042.833999999999,17.124000000000002
20240303161016,16,2024-03-03 16:10:00,1.516,1017.318,22.046,62.092999999999996,10973.833,21.018
20240303162016,16,2024-03-03 16:20:00,1.8539999999999999,1017.4630000000001,22.202,61.702999999999996,10889.167,21.687
20240303163016,16,2024-03-03 16:30:00,1.027,1017.533,22.389,61.241,9060.749,16.856
20240303164016,16,2024-03-03 16:40:00,1.116,1017.555,22.489,60.483000000000004,7899.8330000000005,12.955000000000002
20240303165016,16,2024-03-03 16:50:00,1.097,1017.646,22.16,61.984,6826.334,9.9
20240303170016,16,2024-03-03 17:00:00,1.385,1017.6809999999999,21.637,63.65,3493.749,2.3240000000000003
20240303171016,16,2024-03-03 17:10:00,1.472,1017.6899999999999,21.192,65.173,3076.25,1.576
20240303172016,16,2024-03-03 17:20:00,0.819,1017.6969999999999,20.913999999999998,66.34200000000001,2380.167,0.836
20240303173016,16,2024-03-03 17:30:00,0.575,1017.7370000000001,20.73,67.41799999999999,1402.999,0.318
20240303174016,16,2024-03-03 17:40:00,0.679,1017.7909999999999,20.743000000000002,67.64500000000001,625.3340000000001,0.08
20240303175016,16,2024-03-03 17:50:00,0.017,1017.7950000000001,20.81,68.357,209.083,0.013000000000000001
20240303180016,16,2024-03-03 18:00:00,0.10750000000000001,1017.9075,20.84875,68.62375,47.394999999999996,0.00125
20240304055016,16,2024-03-04 05:50:00,0.088,1017.182,15.874,86.424,43.334,0.002
20240304060016,16,2024-03-04 06:00:00,0.8709999999999999,1017.1899999999999,15.999,86.00399999999999,195.5,0.018
20240304061016,16,2024-03-04 06:10:00,0.6890000000000001,1017.233,16.166,85.142,711.501,0.16299999999999998
20240304062016,16,2024-03-04 06:20:00,0.034999999999999996,1017.3149999999999,16.241,84.58200000000001,1906.333,1.1300000000000001
20240304063016,16,2024-03-04 06:30:00,0.0,1017.497,16.529,83.678,4011.834,4.356
20240304064016,16,2024-03-04 06:40:00,0.017,1017.542,17.548000000000002,80.44800000000001,6722.4169999999995,11.365
20240304065016,16,2024-03-04 06:50:00,0.22600000000000003,1017.573,19.557,73.283,14843.416000000001,97.71700000000001
20240304070016,16,2024-03-04 07:00:00,0.647,1017.525,22.278,63.149,22740.582000000002,218.68400000000003
20240304071016,16,2024-03-04 07:10:00,1.124,1017.4799999999999,23.781,57.209,31276.0,339.697
20240304072016,16,2024-03-04 07:20:00,1.5739999999999998,1017.434,25.267000000000003,52.586,40809.096999999994,490.342
20240304073016,16,2024-03-04 07:30:00,1.384,1017.527,26.726,48.797,50825.685,658.8770000000001
20240304074016,16,2024-03-04 07:40:00,1.0539999999999998,1017.53,28.717000000000002,43.964999999999996,57574.746999999996,777.456
20240304075016,16,2024-03-04 07:50:00,0.662,1017.575,31.169,38.931,64417.786,907.6870000000001
20240304080016,16,2024-03-04 08:00:00,0.8619999999999999,1017.51,32.872,35.05,72551.164,1067.1709999999998
20240304081016,16,2024-03-04 08:10:00,0.41,1017.4889999999999,35.206,31.516000000000002,81951.876,1261.6680000000001
20240304082016,16,2024-03-04 08:20:00,0.489,1017.4459999999999,37.263,27.794999999999998,89109.007,1395.764
20240304083016,16,2024-03-04 08:30:00,0.575,1017.372,38.128,26.445,93678.99799999999,1474.023
20240304084016,16,2024-03-04 08:40:00,0.391,1017.333,39.759,24.199,98935.39499999999,1556.651
20240304085016,16,2024-03-04 08:50:00,0.41,1017.229,40.659,22.317,102853.836,1584.072
20240304090016,16,2024-03-04 09:00:00,1.29,1017.1700000000001,40.459,22.081,107258.51500000001,1627.361
20240304091016,16,2024-03-04 09:10:00,1.394,1017.076,40.129000000000005,22.34,108364.673,1660.3849999999998
20240304092016,16,2024-03-04 09:20:00,1.673,1017.04,39.226,22.957,109284.312,1680.2689999999998
20240304093016,16,2024-03-04 09:30:00,2.3,1017.024,37.149,25.134999999999998,109972.15800000001,1709.798
20240304094016,16,2024-03-04 09:40:00,1.5779999999999998,1016.8539999999999,39.843,22.832,110800.157,1708.886
20240304095016,16,2024-03-04 09:50:00,2.709,1016.8549999999999,38.641,22.473,113170.771,1767.4540000000002
20240304100016,16,2024-03-04 10:00:00,2.717,1016.767,35.35,25.854000000000003,113379.75,1857.5400000000002
20240304101016,16,2024-03-04 10:10:00,2.274,1016.5459999999999,35.772000000000006,26.044999999999998,113324.76599999999,1860.962
20240304102016,16,2024-03-04 10:20:00,3.023,1016.432,36.83,26.003000000000004,114376.117,1853.884
20240304103016,16,2024-03-04 10:30:00,3.283,1016.366,35.221,27.695999999999998,113384.603,1851.3700000000001
20240304104016,16,2024-03-04 10:40:00,3.475,1016.1619999999999,34.840999999999994,28.711000000000002,109926.15800000001,1843.2239999999997
20240304105016,16,2024-03-04 10:50:00,3.997,1016.119,33.873000000000005,31.105,109111.99299999999,1858.0099999999998
20240304110016,16,2024-03-04 11:00:00,2.9530000000000003,1016.0540000000001,35.355000000000004,28.926,106752.87700000001,1805.398
20240304111016,16,2024-03-04 11:10:00,3.214,1015.771,35.104,29.244999999999997,104810.812,1797.5170000000003
20240304112016,16,2024-03-04 11:20:00,3.783,1015.482,34.159,31.318,103499.45499999999,1790.636
20240304113016,16,2024-03-04 11:30:00,3.806,1015.1809999999999,33.968,31.623,100777.00899999999,1753.068
20240304114016,16,2024-03-04 11:40:00,3.683,1015.064,33.501,32.44,97327.37299999999,1724.3970000000002
20240304115016,16,2024-03-04 11:50:00,3.511,1014.8489999999999,33.664,32.536,94134.507,1669.8400000000001
20240304120016,16,2024-03-04 12:00:00,4.424,1014.656,32.509,35.384,90910.016,1599.828
20240304121016,16,2024-03-04 12:10:00,4.208,1014.423,32.556,36.412,87163.711,1510.3690000000001
20240304122016,16,2024-03-04 12:20:00,3.309,1014.1790000000001,33.213,34.641000000000005,82879.24,1413.608
20240304123016,16,2024-03-04 12:30:00,3.31,1014.0229999999999,33.305,34.977999999999994,79576.765,1331.152
20240304124016,16,2024-03-04 12:40:00,3.876,1013.6719999999999,33.257999999999996,36.287,77865.962,1262.473
20240304125016,16,2024-03-04 12:50:00,3.8939999999999997,1013.5450000000001,32.769999999999996,36.305,74756.108,1172.224
20240304130016,16,2024-03-04 13:00:00,3.9189999999999996,1013.4,32.38,37.888,69692.875,1037.022
20240304131016,16,2024-03-04 13:10:00,3.876,1013.1709999999999,32.261,38.638,65841.813,911.5629999999999
20240304132016,16,2024-03-04 13:20:00,5.009,1013.1569999999999,31.184000000000005,40.687,61964.691000000006,800.382
20240304133016,16,2024-03-04 13:30:00,4.095000000000001,1012.8969999999999,31.292,40.485,56570.471999999994,686.068
20240304134016,16,2024-03-04 13:40:00,4.537,1012.8219999999999,28.491000000000003,47.375,15729.414999999999,64.828
20240304135016,16,2024-03-04 13:50:00,3.893,1012.626,26.647000000000002,54.900999999999996,11719.085000000001,17.753
20240304140016,16,2024-03-04 14:00:00,4.068,1012.637,26.270999999999997,55.283,11053.833,15.883
20240304141016,16,2024-03-04 14:10:00,4.6770000000000005,1012.5,25.611,58.511,10520.917,14.408000000000001
20240304142016,16,2024-03-04 14:20:00,4.2509999999999994,1012.3209999999999,25.544,59.82000000000001,10168.251,13.605
20240304143016,16,2024-03-04 14:30:00,4.13,1012.2760000000001,25.634000000000004,60.278999999999996,9501.333,11.934999999999999
20240304144016,16,2024-03-04 14:40:00,4.171,1012.3120000000001,25.463,59.896,8931.082,10.525
20240304145016,16,2024-03-04 14:50:00,3.9799999999999995,1012.3129999999999,25.269,59.342,8536.167,9.659
20240304150016,16,2024-03-04 15:00:00,2.752,1012.251,25.517,58.211,8242.416000000001,9.099
20240304151016,16,2024-03-04 15:10:00,2.666,1012.167,25.674,55.483000000000004,7914.832,8.376999999999999
20240304152016,16,2024-03-04 15:20:00,2.5789999999999997,1012.2,25.774,54.158,7826.000999999999,8.31
20240304153016,16,2024-03-04 15:30:00,3.2060000000000004,1012.21,25.834000000000003,51.274,7573.584,7.798
20240304154016,16,2024-03-04 15:40:00,3.093,1012.332,25.778,51.971000000000004,7051.5830000000005,6.703
